oid,relname,relnamespace,reltype,reloftype,relowner,relam,relfilenode,reltablespace,relpages,reltuples,relallvisible,reltoastrelid,relhasindex,relisshared,relpersistence,relkind,relnatts,relchecks,relhasrules,relhastriggers,relhassubclass,relrowsecurity,relforcerowsecurity,relispopulated,relreplident,relispartition,relrewrite,relfrozenxid,relminmxid,relacl,reloptions,relpartbound
548,pg_foreign_data_wrapper_name_index,11,0,0,10,403,548,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
113,pg_foreign_server_oid_index,11,0,0,10,403,113,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
549,pg_foreign_server_name_index,11,0,0,10,403,549,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
174,pg_user_mapping_oid_index,11,0,0,10,403,174,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
175,pg_user_mapping_user_server_index,11,0,0,10,403,175,0,1,0,0,0,f,f,p,i,2,0,f,f,f,f,f,t,n,f,0,0,0,,,
3119,pg_foreign_table_relid_index,11,0,0,10,403,3119,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
3257,pg_policy_oid_index,11,0,0,10,403,3257,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
3258,pg_policy_polrelid_polname_index,11,0,0,10,403,3258,0,1,0,0,0,f,f,p,i,2,0,f,f,f,f,f,t,n,f,0,0,0,,,
6001,pg_replication_origin_roiident_index,11,0,0,10,403,0,1664,1,0,0,0,f,t,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
6002,pg_replication_origin_roname_index,11,0,0,10,403,0,1664,1,0,0,0,f,t,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
827,pg_default_acl_role_nsp_obj_index,11,0,0,10,403,827,0,1,0,0,0,f,f,p,i,3,0,f,f,f,f,f,t,n,f,0,0,0,,,
828,pg_default_acl_oid_index,11,0,0,10,403,828,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
3395,pg_init_privs_o_c_o_index,11,0,0,10,403,3395,0,2,223,0,0,f,f,p,i,3,0,f,f,f,f,f,t,n,f,0,0,0,,,
3597,pg_seclabel_object_index,11,0,0,10,403,3597,0,1,0,0,0,f,f,p,i,4,0,f,f,f,f,f,t,n,f,0,0,0,,,
3593,pg_shseclabel_object_index,11,0,0,10,403,0,1664,1,0,0,0,f,t,p,i,3,0,f,f,f,f,f,t,n,f,0,0,0,,,
3164,pg_collation_name_enc_nsp_index,11,0,0,10,403,3164,0,6,815,0,0,f,f,p,i,3,0,f,f,f,f,f,t,n,f,0,0,0,,,
3085,pg_collation_oid_index,11,0,0,10,403,3085,0,5,815,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
6246,pg_parameter_acl_parname_index,11,0,0,10,403,0,1664,1,0,0,0,f,t,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
6247,pg_parameter_acl_oid_index,11,0,0,10,403,0,1664,1,0,0,0,f,t,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
3351,pg_partitioned_table_partrelid_index,11,0,0,10,403,3351,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
3542,pg_range_rngtypid_index,11,0,0,10,403,3542,0,2,6,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
2228,pg_range_rngmultitypid_index,11,0,0,10,403,2228,0,2,6,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
3574,pg_transform_oid_index,11,0,0,10,403,3574,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
3575,pg_transform_type_lang_index,11,0,0,10,403,3575,0,1,0,0,0,f,f,p,i,2,0,f,f,f,f,f,t,n,f,0,0,0,,,
5002,pg_sequence_seqrelid_index,11,0,0,10,403,5002,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
6110,pg_publication_oid_index,11,0,0,10,403,6110,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
6111,pg_publication_pubname_index,11,0,0,10,403,6111,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
6238,pg_publication_namespace_oid_index,11,0,0,10,403,6238,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
6239,pg_publication_namespace_pnnspid_pnpubid_index,11,0,0,10,403,6239,0,1,0,0,0,f,f,p,i,2,0,f,f,f,f,f,t,n,f,0,0,0,,,
6112,pg_publication_rel_oid_index,11,0,0,10,403,6112,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
6113,pg_publication_rel_prrelid_prpubid_index,11,0,0,10,403,6113,0,1,0,0,0,f,f,p,i,2,0,f,f,f,f,f,t,n,f,0,0,0,,,
6116,pg_publication_rel_prpubid_index,11,0,0,10,403,6116,0,1,0,0,0,f,f,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
6114,pg_subscription_oid_index,11,0,0,10,403,0,1664,1,0,0,0,f,t,p,i,1,0,f,f,f,f,f,t,n,f,0,0,0,,,
6115,pg_subscription_subname_index,11,0,0,10,403,0,1664,1,0,0,0,f,t,p,i,2,0,f,f,f,f,f,t,n,f,0,0,0,,,
6117,pg_subscription_rel_srrelid_srsubid_index,11,0,0,10,403,6117,0,1,0,0,0,f,f,p,i,2,0,f,f,f,f,f,t,n,f,0,0,0,,,
1260,pg_authid,11,2842,0,10,2,0,1664,1,16,1,4175,t,t,p,r,12,0,f,f,f,f,f,t,n,f,0,731,1,{postgres=arwdDxtm/postgres},,
12005,pg_shadow,11,12007,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,{postgres=arwdDxtm/postgres},,
12000,pg_roles,11,12002,0,10,0,0,0,0,-1,0,0,f,f,p,v,13,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3429,pg_statistic_ext_data,11,10033,0,10,2,3429,0,0,0,0,3430,t,f,p,r,6,0,f,f,f,f,f,t,n,f,0,731,1,{postgres=arwdDxtm/postgres},,
12114,pg_hba_file_rules,11,12116,0,10,0,0,0,0,-1,0,0,f,f,p,v,11,0,t,f,f,f,f,t,n,f,0,0,0,{postgres=arwdDxtm/postgres},,
12104,pg_settings,11,12106,0,10,0,0,0,0,-1,0,0,f,f,p,v,17,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=rw/postgres}",,
12110,pg_file_settings,11,12112,0,10,0,0,0,0,-1,0,0,f,f,p,v,7,0,t,f,f,f,f,t,n,f,0,0,0,{postgres=arwdDxtm/postgres},,
12138,pg_backend_memory_contexts,11,12140,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,pg_read_all_stats=r/postgres}",,
12118,pg_ident_file_mappings,11,12120,0,10,0,0,0,0,-1,0,0,f,f,p,v,7,0,t,f,f,f,f,t,n,f,0,0,0,{postgres=arwdDxtm/postgres},,
12130,pg_config,11,12132,0,10,0,0,0,0,-1,0,0,f,f,p,v,2,0,t,f,f,f,f,t,n,f,0,0,0,{postgres=arwdDxtm/postgres},,
12134,pg_shmem_allocations,11,12136,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,pg_read_all_stats=r/postgres}",,
12033,pg_tables,11,12035,0,10,0,0,0,0,-1,0,0,f,f,p,v,8,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
1418,pg_user_mapping,11,10080,0,10,2,1418,0,0,0,0,4173,t,f,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,{postgres=arwdDxtm/postgres},,
12209,pg_statio_all_sequences,11,12211,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12339,pg_replication_origin_status,11,12341,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,{postgres=arwdDxtm/postgres},,
6100,pg_subscription,11,6101,0,10,2,0,1664,0,0,0,4183,t,t,p,r,18,0,f,f,f,f,f,t,n,f,0,731,1,{postgres=arwdDxtm/postgres},,
1249,pg_attribute,11,75,0,10,2,0,0,55,3126,55,0,t,f,p,r,26,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
1255,pg_proc,11,81,0,10,2,0,0,99,3330,99,2836,t,f,p,r,30,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
1259,pg_class,11,83,0,10,2,0,0,14,415,14,0,t,f,p,r,33,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2604,pg_attrdef,11,10001,0,10,2,2604,0,0,0,0,2830,t,f,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12214,pg_statio_sys_sequences,11,12216,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12218,pg_statio_user_sequences,11,12220,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2606,pg_constraint,11,10003,0,10,2,2606,0,3,112,3,2832,t,f,p,r,26,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2611,pg_inherits,11,10005,0,10,2,2611,0,0,0,0,0,t,f,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2610,pg_index,11,10007,0,10,2,2610,0,4,164,4,0,t,f,p,r,21,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2617,pg_operator,11,10009,0,10,2,2617,0,14,799,14,0,t,f,p,r,15,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2753,pg_opfamily,11,10011,0,10,2,2753,0,2,146,2,0,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2616,pg_opclass,11,10013,0,10,2,2616,0,3,177,3,0,t,f,p,r,9,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2601,pg_am,11,10015,0,10,2,2601,0,1,7,1,0,t,f,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2602,pg_amop,11,10017,0,10,2,2602,0,7,945,7,0,t,f,p,r,9,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2603,pg_amproc,11,10019,0,10,2,2603,0,5,696,5,0,t,f,p,r,6,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2612,pg_language,11,10021,0,10,2,2612,0,1,4,1,4157,t,f,p,r,9,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2995,pg_largeobject_metadata,11,10023,0,10,2,2995,0,0,0,0,0,t,f,p,r,3,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2600,pg_aggregate,11,10027,0,10,2,2600,0,2,157,2,4159,t,f,p,r,22,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3381,pg_statistic_ext,11,10031,0,10,2,3381,0,0,0,0,3439,t,f,p,r,9,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2618,pg_rewrite,11,10035,0,10,2,2618,0,14,145,14,2838,t,f,p,r,8,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2620,pg_trigger,11,10037,0,10,2,2620,0,0,0,0,2336,t,f,p,r,19,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3466,pg_event_trigger,11,10039,0,10,2,3466,0,0,0,0,4145,t,f,p,r,7,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2609,pg_description,11,10041,0,10,2,2609,0,45,5226,45,2834,t,f,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2605,pg_cast,11,10043,0,10,2,2605,0,2,229,2,0,t,f,p,r,6,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3501,pg_enum,11,10045,0,10,2,3501,0,0,0,0,0,t,f,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2615,pg_namespace,11,10047,0,10,2,2615,0,1,4,1,4163,t,f,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2607,pg_conversion,11,10049,0,10,2,2607,0,2,128,2,0,t,f,p,r,8,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2608,pg_depend,11,10051,0,10,2,2608,0,13,1709,13,0,t,f,p,r,7,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
1262,pg_database,11,1248,0,10,2,0,1664,1,2,1,4177,t,t,p,r,18,0,f,f,f,f,f,t,n,f,0,734,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2964,pg_db_role_setting,11,10054,0,10,2,0,1664,0,0,0,2966,t,t,p,r,3,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
1213,pg_tablespace,11,10056,0,10,2,0,1664,1,2,1,4185,t,t,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
1261,pg_auth_members,11,2843,0,10,2,0,1664,1,3,1,0,t,t,p,r,7,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
1214,pg_shdepend,11,10060,0,10,2,0,1664,0,0,0,0,t,t,p,r,7,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2396,pg_shdescription,11,10062,0,10,2,0,1664,1,1,1,2846,t,t,p,r,3,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3602,pg_ts_config,11,10064,0,10,2,3602,0,1,29,1,0,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3603,pg_ts_config_map,11,10066,0,10,2,3603,0,3,551,3,0,t,f,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3600,pg_ts_dict,11,10068,0,10,2,3600,0,1,29,1,4169,t,f,p,r,6,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3601,pg_ts_parser,11,10070,0,10,2,3601,0,1,1,1,0,t,f,p,r,8,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3764,pg_ts_template,11,10072,0,10,2,3764,0,1,5,1,0,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3079,pg_extension,11,10074,0,10,2,3079,0,1,1,1,4147,t,f,p,r,8,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2328,pg_foreign_data_wrapper,11,10076,0,10,2,2328,0,0,0,0,4149,t,f,p,r,7,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
1417,pg_foreign_server,11,10078,0,10,2,1417,0,0,0,0,4151,t,f,p,r,8,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3256,pg_policy,11,10084,0,10,2,3256,0,0,0,0,4167,t,f,p,r,8,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
6000,pg_replication_origin,11,10086,0,10,2,0,1664,0,0,0,4181,t,t,p,r,2,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
826,pg_default_acl,11,10088,0,10,2,826,0,0,0,0,4143,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3394,pg_init_privs,11,10090,0,10,2,3394,0,3,223,3,4155,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3596,pg_seclabel,11,10092,0,10,2,3596,0,0,0,0,3598,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3592,pg_shseclabel,11,4066,0,10,2,0,1664,0,0,0,4060,t,t,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3456,pg_collation,11,10095,0,10,2,3456,0,14,815,14,6175,t,f,p,r,12,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
6243,pg_parameter_acl,11,10097,0,10,2,0,1664,0,0,0,6244,t,t,p,r,3,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3350,pg_partitioned_table,11,10099,0,10,2,3350,0,0,0,0,4165,t,f,p,r,8,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3541,pg_range,11,10101,0,10,2,3541,0,1,6,1,0,t,f,p,r,7,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
3576,pg_transform,11,10103,0,10,2,3576,0,0,0,0,0,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
2224,pg_sequence,11,10105,0,10,2,2224,0,0,0,0,0,t,f,p,r,8,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
6104,pg_publication,11,10107,0,10,2,6104,0,0,0,0,0,t,f,p,r,9,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
6237,pg_publication_namespace,11,10109,0,10,2,6237,0,0,0,0,0,t,f,p,r,3,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
6106,pg_publication_rel,11,10111,0,10,2,6106,0,0,0,0,6228,t,f,p,r,5,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
6102,pg_subscription_rel,11,10114,0,10,2,6102,0,0,0,0,0,t,f,p,r,4,0,f,f,f,f,f,t,n,f,0,731,1,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12010,pg_group,11,12012,0,10,0,0,0,0,-1,0,0,f,f,p,v,3,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12014,pg_user,11,12016,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12018,pg_policies,11,12020,0,10,0,0,0,0,-1,0,0,f,f,p,v,8,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12023,pg_rules,11,12025,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12028,pg_views,11,12030,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12038,pg_matviews,11,12040,0,10,0,0,0,0,-1,0,0,f,f,p,v,7,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12043,pg_indexes,11,12045,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12048,pg_sequences,11,12050,0,10,0,0,0,0,-1,0,0,f,f,p,v,11,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12053,pg_stats,11,12055,0,10,0,0,0,0,-1,0,0,f,f,p,v,17,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",{security_barrier=true},
12058,pg_stats_ext,11,12060,0,10,0,0,0,0,-1,0,0,f,f,p,v,15,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",{security_barrier=true},
12063,pg_stats_ext_exprs,11,12065,0,10,0,0,0,0,-1,0,0,f,f,p,v,17,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",{security_barrier=true},
12068,pg_publication_tables,11,12070,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12073,pg_locks,11,12075,0,10,0,0,0,0,-1,0,0,f,f,p,v,16,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12077,pg_cursors,11,12079,0,10,0,0,0,0,-1,0,0,f,f,p,v,6,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12081,pg_available_extensions,11,12083,0,10,0,0,0,0,-1,0,0,f,f,p,v,4,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12085,pg_available_extension_versions,11,12087,0,10,0,0,0,0,-1,0,0,f,f,p,v,9,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12090,pg_prepared_xacts,11,12092,0,10,0,0,0,0,-1,0,0,f,f,p,v,5,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12095,pg_prepared_statements,11,12097,0,10,0,0,0,0,-1,0,0,f,f,p,v,8,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
12099,pg_seclabels,11,12101,0,10,0,0,0,0,-1,0,0,f,f,p,v,8,0,t,f,f,f,f,t,n,f,0,0,0,"{postgres=arwdDxtm/postgres,=r/postgres}",,
