oid,typname,typnamespace,typowner,typlen,typbyval,typtype,typcategory,typispreferred,typisdefined,typdelim,typrelid,typsubscript,typelem,typarray,typinput,typoutput,typreceive,typsend,typmodin,typmodout,typanalyze,typalign,typstorage,typnotnull,typbasetype,typtypmod,typndims,typcollation,typdefaultbin,typdefault,typacl
16,bool,11,10,1,t,b,B,t,t,",",0,0,0,1000,1242,1243,2436,2437,0,0,0,c,p,f,0,-1,0,0,,,
17,bytea,11,10,-1,f,b,U,f,t,",",0,0,0,1001,1244,31,2412,2413,0,0,0,i,x,f,0,-1,0,0,,,
18,char,11,10,1,t,b,Z,f,t,",",0,0,0,1002,1245,33,2434,2435,0,0,0,c,p,f,0,-1,0,0,,,
19,name,11,10,64,f,b,S,f,t,",",0,6180,18,1003,34,35,2422,2423,0,0,0,c,p,f,0,-1,0,950,,,
20,int8,11,10,8,t,b,N,f,t,",",0,0,0,1016,460,461,2408,2409,0,0,0,d,p,f,0,-1,0,0,,,
21,int2,11,10,2,t,b,N,f,t,",",0,0,0,1005,38,39,2404,2405,0,0,0,s,p,f,0,-1,0,0,,,
22,int2vector,11,10,-1,f,b,A,f,t,",",0,6179,21,1006,40,41,2410,2411,0,0,0,i,p,f,0,-1,0,0,,,
23,int4,11,10,4,t,b,N,f,t,",",0,0,0,1007,42,43,2406,2407,0,0,0,i,p,f,0,-1,0,0,,,
24,regproc,11,10,4,t,b,N,f,t,",",0,0,0,1008,44,45,2444,2445,0,0,0,i,p,f,0,-1,0,0,,,
25,text,11,10,-1,f,b,S,t,t,",",0,0,0,1009,46,47,2414,2415,0,0,0,i,x,f,0,-1,0,100,,,
26,oid,11,10,4,t,b,N,t,t,",",0,0,0,1028,1798,1799,2418,2419,0,0,0,i,p,f,0,-1,0,0,,,
27,tid,11,10,6,f,b,U,f,t,",",0,0,0,1010,48,49,2438,2439,0,0,0,s,p,f,0,-1,0,0,,,
28,xid,11,10,4,t,b,U,f,t,",",0,0,0,1011,50,51,2440,2441,0,0,0,i,p,f,0,-1,0,0,,,
29,cid,11,10,4,t,b,U,f,t,",",0,0,0,1012,52,53,2442,2443,0,0,0,i,p,f,0,-1,0,0,,,
30,oidvector,11,10,-1,f,b,A,f,t,",",0,6179,26,1013,54,55,2420,2421,0,0,0,i,p,f,0,-1,0,0,,,
71,pg_type,11,10,-1,f,c,C,f,t,",",1247,0,0,210,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
75,pg_attribute,11,10,-1,f,c,C,f,t,",",1249,0,0,270,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
81,pg_proc,11,10,-1,f,c,C,f,t,",",1255,0,0,272,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
83,pg_class,11,10,-1,f,c,C,f,t,",",1259,0,0,273,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
114,json,11,10,-1,f,b,U,f,t,",",0,0,0,199,321,322,323,324,0,0,0,i,x,f,0,-1,0,0,,,
142,xml,11,10,-1,f,b,U,f,t,",",0,0,0,143,2893,2894,2898,2899,0,0,0,i,x,f,0,-1,0,0,,,
194,pg_node_tree,11,10,-1,f,b,Z,f,t,",",0,0,0,0,195,196,197,198,0,0,0,i,x,f,0,-1,0,100,,,
3361,pg_ndistinct,11,10,-1,f,b,Z,f,t,",",0,0,0,0,3355,3356,3357,3358,0,0,0,i,x,f,0,-1,0,100,,,
3402,pg_dependencies,11,10,-1,f,b,Z,f,t,",",0,0,0,0,3404,3405,3406,3407,0,0,0,i,x,f,0,-1,0,100,,,
5017,pg_mcv_list,11,10,-1,f,b,Z,f,t,",",0,0,0,0,5018,5019,5020,5021,0,0,0,i,x,f,0,-1,0,100,,,
32,pg_ddl_command,11,10,8,t,p,P,f,t,",",0,0,0,0,86,87,88,90,0,0,0,d,p,f,0,-1,0,0,,,
5069,xid8,11,10,8,t,b,U,f,t,",",0,0,0,271,5070,5081,5082,5083,0,0,0,d,p,f,0,-1,0,0,,,
600,point,11,10,16,f,b,G,f,t,",",0,6180,701,1017,117,118,2428,2429,0,0,0,d,p,f,0,-1,0,0,,,
601,lseg,11,10,32,f,b,G,f,t,",",0,6180,600,1018,119,120,2480,2481,0,0,0,d,p,f,0,-1,0,0,,,
602,path,11,10,-1,f,b,G,f,t,",",0,0,0,1019,121,122,2482,2483,0,0,0,d,x,f,0,-1,0,0,,,
603,box,11,10,32,f,b,G,f,t,;,0,6180,600,1020,123,124,2484,2485,0,0,0,d,p,f,0,-1,0,0,,,
604,polygon,11,10,-1,f,b,G,f,t,",",0,0,0,1027,347,348,2486,2487,0,0,0,d,x,f,0,-1,0,0,,,
628,line,11,10,24,f,b,G,f,t,",",0,6180,701,629,1490,1491,2488,2489,0,0,0,d,p,f,0,-1,0,0,,,
700,float4,11,10,4,t,b,N,f,t,",",0,0,0,1021,200,201,2424,2425,0,0,0,i,p,f,0,-1,0,0,,,
701,float8,11,10,8,t,b,N,t,t,",",0,0,0,1022,214,215,2426,2427,0,0,0,d,p,f,0,-1,0,0,,,
705,unknown,11,10,-2,f,p,X,f,t,",",0,0,0,0,109,110,2416,2417,0,0,0,c,p,f,0,-1,0,0,,,
718,circle,11,10,24,f,b,G,f,t,",",0,0,0,719,1450,1451,2490,2491,0,0,0,d,p,f,0,-1,0,0,,,
790,money,11,10,8,t,b,N,f,t,",",0,0,0,791,886,887,2492,2493,0,0,0,d,p,f,0,-1,0,0,,,
829,macaddr,11,10,6,f,b,U,f,t,",",0,0,0,1040,436,437,2494,2495,0,0,0,i,p,f,0,-1,0,0,,,
869,inet,11,10,-1,f,b,I,t,t,",",0,0,0,1041,910,911,2496,2497,0,0,0,i,m,f,0,-1,0,0,,,
650,cidr,11,10,-1,f,b,I,f,t,",",0,0,0,651,1267,1427,2498,2499,0,0,0,i,m,f,0,-1,0,0,,,
774,macaddr8,11,10,8,f,b,U,f,t,",",0,0,0,775,4110,4111,3446,3447,0,0,0,i,p,f,0,-1,0,0,,,
1033,aclitem,11,10,16,f,b,U,f,t,",",0,0,0,1034,1031,1032,0,0,0,0,0,d,p,f,0,-1,0,0,,,
1042,bpchar,11,10,-1,f,b,S,f,t,",",0,0,0,1014,1044,1045,2430,2431,2913,2914,0,i,x,f,0,-1,0,100,,,
1043,varchar,11,10,-1,f,b,S,f,t,",",0,0,0,1015,1046,1047,2432,2433,2915,2916,0,i,x,f,0,-1,0,100,,,
1082,date,11,10,4,t,b,D,f,t,",",0,0,0,1182,1084,1085,2468,2469,0,0,0,i,p,f,0,-1,0,0,,,
1083,time,11,10,8,t,b,D,f,t,",",0,0,0,1183,1143,1144,2470,2471,2909,2910,0,d,p,f,0,-1,0,0,,,
1114,timestamp,11,10,8,t,b,D,f,t,",",0,0,0,1115,1312,1313,2474,2475,2905,2906,0,d,p,f,0,-1,0,0,,,
1184,timestamptz,11,10,8,t,b,D,t,t,",",0,0,0,1185,1150,1151,2476,2477,2907,2908,0,d,p,f,0,-1,0,0,,,
1186,interval,11,10,16,f,b,T,t,t,",",0,0,0,1187,1160,1161,2478,2479,2903,2904,0,d,p,f,0,-1,0,0,,,
1266,timetz,11,10,12,f,b,D,f,t,",",0,0,0,1270,1350,1351,2472,2473,2911,2912,0,d,p,f,0,-1,0,0,,,
1560,bit,11,10,-1,f,b,V,f,t,",",0,0,0,1561,1564,1565,2456,2457,2919,2920,0,i,x,f,0,-1,0,0,,,
1562,varbit,11,10,-1,f,b,V,t,t,",",0,0,0,1563,1579,1580,2458,2459,2902,2921,0,i,x,f,0,-1,0,0,,,
1700,numeric,11,10,-1,f,b,N,f,t,",",0,0,0,1231,1701,1702,2460,2461,2917,2918,0,i,m,f,0,-1,0,0,,,
1790,refcursor,11,10,-1,f,b,U,f,t,",",0,0,0,2201,46,47,2414,2415,0,0,0,i,x,f,0,-1,0,0,,,
2202,regprocedure,11,10,4,t,b,N,f,t,",",0,0,0,2207,2212,2213,2446,2447,0,0,0,i,p,f,0,-1,0,0,,,
2203,regoper,11,10,4,t,b,N,f,t,",",0,0,0,2208,2214,2215,2448,2449,0,0,0,i,p,f,0,-1,0,0,,,
2204,regoperator,11,10,4,t,b,N,f,t,",",0,0,0,2209,2216,2217,2450,2451,0,0,0,i,p,f,0,-1,0,0,,,
2205,regclass,11,10,4,t,b,N,f,t,",",0,0,0,2210,2218,2219,2452,2453,0,0,0,i,p,f,0,-1,0,0,,,
4191,regcollation,11,10,4,t,b,N,f,t,",",0,0,0,4192,4193,4194,4196,4197,0,0,0,i,p,f,0,-1,0,0,,,
2206,regtype,11,10,4,t,b,N,f,t,",",0,0,0,2211,2220,2221,2454,2455,0,0,0,i,p,f,0,-1,0,0,,,
4096,regrole,11,10,4,t,b,N,f,t,",",0,0,0,4097,4098,4092,4094,4095,0,0,0,i,p,f,0,-1,0,0,,,
4089,regnamespace,11,10,4,t,b,N,f,t,",",0,0,0,4090,4084,4085,4087,4088,0,0,0,i,p,f,0,-1,0,0,,,
2950,uuid,11,10,16,f,b,U,f,t,",",0,0,0,2951,2952,2953,2961,2962,0,0,0,c,p,f,0,-1,0,0,,,
3220,pg_lsn,11,10,8,t,b,U,f,t,",",0,0,0,3221,3229,3230,3238,3239,0,0,0,d,p,f,0,-1,0,0,,,
3614,tsvector,11,10,-1,f,b,U,f,t,",",0,0,0,3643,3610,3611,3639,3638,0,0,3688,i,x,f,0,-1,0,0,,,
3642,gtsvector,11,10,-1,f,b,U,f,t,",",0,0,0,3644,3646,3647,0,0,0,0,0,i,p,f,0,-1,0,0,,,
3615,tsquery,11,10,-1,f,b,U,f,t,",",0,0,0,3645,3612,3613,3641,3640,0,0,0,i,p,f,0,-1,0,0,,,
3734,regconfig,11,10,4,t,b,N,f,t,",",0,0,0,3735,3736,3737,3738,3739,0,0,0,i,p,f,0,-1,0,0,,,
3769,regdictionary,11,10,4,t,b,N,f,t,",",0,0,0,3770,3771,3772,3773,3774,0,0,0,i,p,f,0,-1,0,0,,,
3802,jsonb,11,10,-1,f,b,U,f,t,",",0,6098,0,3807,3806,3804,3805,3803,0,0,0,i,x,f,0,-1,0,0,,,
4072,jsonpath,11,10,-1,f,b,U,f,t,",",0,0,0,4073,4001,4003,4002,4004,0,0,0,i,x,f,0,-1,0,0,,,
2970,txid_snapshot,11,10,-1,f,b,U,f,t,",",0,0,0,2949,2939,2940,2941,2942,0,0,0,d,x,f,0,-1,0,0,,,
5038,pg_snapshot,11,10,-1,f,b,U,f,t,",",0,0,0,5039,5055,5056,5057,5058,0,0,0,d,x,f,0,-1,0,0,,,
3904,int4range,11,10,-1,f,r,R,f,t,",",0,0,0,3905,3834,3835,3836,3837,0,0,3916,i,x,f,0,-1,0,0,,,
3906,numrange,11,10,-1,f,r,R,f,t,",",0,0,0,3907,3834,3835,3836,3837,0,0,3916,i,x,f,0,-1,0,0,,,
3908,tsrange,11,10,-1,f,r,R,f,t,",",0,0,0,3909,3834,3835,3836,3837,0,0,3916,d,x,f,0,-1,0,0,,,
3910,tstzrange,11,10,-1,f,r,R,f,t,",",0,0,0,3911,3834,3835,3836,3837,0,0,3916,d,x,f,0,-1,0,0,,,
3912,daterange,11,10,-1,f,r,R,f,t,",",0,0,0,3913,3834,3835,3836,3837,0,0,3916,i,x,f,0,-1,0,0,,,
3926,int8range,11,10,-1,f,r,R,f,t,",",0,0,0,3927,3834,3835,3836,3837,0,0,3916,d,x,f,0,-1,0,0,,,
4451,int4multirange,11,10,-1,f,m,R,f,t,",",0,0,0,6150,4231,4232,4233,4234,0,0,4242,i,x,f,0,-1,0,0,,,
4532,nummultirange,11,10,-1,f,m,R,f,t,",",0,0,0,6151,4231,4232,4233,4234,0,0,4242,i,x,f,0,-1,0,0,,,
4533,tsmultirange,11,10,-1,f,m,R,f,t,",",0,0,0,6152,4231,4232,4233,4234,0,0,4242,d,x,f,0,-1,0,0,,,
4534,tstzmultirange,11,10,-1,f,m,R,f,t,",",0,0,0,6153,4231,4232,4233,4234,0,0,4242,d,x,f,0,-1,0,0,,,
4535,datemultirange,11,10,-1,f,m,R,f,t,",",0,0,0,6155,4231,4232,4233,4234,0,0,4242,i,x,f,0,-1,0,0,,,
4536,int8multirange,11,10,-1,f,m,R,f,t,",",0,0,0,6157,4231,4232,4233,4234,0,0,4242,d,x,f,0,-1,0,0,,,
2249,record,11,10,-1,f,p,P,f,t,",",0,0,0,2287,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
2287,_record,11,10,-1,f,p,P,f,t,",",0,6179,2249,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
2275,cstring,11,10,-2,f,p,P,f,t,",",0,0,0,1263,2292,2293,2500,2501,0,0,0,c,p,f,0,-1,0,0,,,
2276,any,11,10,4,t,p,P,f,t,",",0,0,0,0,2294,2295,0,0,0,0,0,i,p,f,0,-1,0,0,,,
2277,anyarray,11,10,-1,f,p,P,f,t,",",0,0,0,0,2296,2297,2502,2503,0,0,0,d,x,f,0,-1,0,0,,,
2278,void,11,10,4,t,p,P,f,t,",",0,0,0,0,2298,2299,3120,3121,0,0,0,i,p,f,0,-1,0,0,,,
2279,trigger,11,10,4,t,p,P,f,t,",",0,0,0,0,2300,2301,0,0,0,0,0,i,p,f,0,-1,0,0,,,
3838,event_trigger,11,10,4,t,p,P,f,t,",",0,0,0,0,3594,3595,0,0,0,0,0,i,p,f,0,-1,0,0,,,
2280,language_handler,11,10,4,t,p,P,f,t,",",0,0,0,0,2302,2303,0,0,0,0,0,i,p,f,0,-1,0,0,,,
2281,internal,11,10,8,t,p,P,f,t,",",0,0,0,0,2304,2305,0,0,0,0,0,d,p,f,0,-1,0,0,,,
2283,anyelement,11,10,4,t,p,P,f,t,",",0,0,0,0,2312,2313,0,0,0,0,0,i,p,f,0,-1,0,0,,,
2776,anynonarray,11,10,4,t,p,P,f,t,",",0,0,0,0,2777,2778,0,0,0,0,0,i,p,f,0,-1,0,0,,,
3500,anyenum,11,10,4,t,p,P,f,t,",",0,0,0,0,3504,3505,0,0,0,0,0,i,p,f,0,-1,0,0,,,
3115,fdw_handler,11,10,4,t,p,P,f,t,",",0,0,0,0,3116,3117,0,0,0,0,0,i,p,f,0,-1,0,0,,,
325,index_am_handler,11,10,4,t,p,P,f,t,",",0,0,0,0,326,327,0,0,0,0,0,i,p,f,0,-1,0,0,,,
3310,tsm_handler,11,10,4,t,p,P,f,t,",",0,0,0,0,3311,3312,0,0,0,0,0,i,p,f,0,-1,0,0,,,
269,table_am_handler,11,10,4,t,p,P,f,t,",",0,0,0,0,267,268,0,0,0,0,0,i,p,f,0,-1,0,0,,,
3831,anyrange,11,10,-1,f,p,P,f,t,",",0,0,0,0,3832,3833,0,0,0,0,0,d,x,f,0,-1,0,0,,,
5077,anycompatible,11,10,4,t,p,P,f,t,",",0,0,0,0,5086,5087,0,0,0,0,0,i,p,f,0,-1,0,0,,,
5078,anycompatiblearray,11,10,-1,f,p,P,f,t,",",0,0,0,0,5088,5089,5090,5091,0,0,0,d,x,f,0,-1,0,0,,,
5079,anycompatiblenonarray,11,10,4,t,p,P,f,t,",",0,0,0,0,5092,5093,0,0,0,0,0,i,p,f,0,-1,0,0,,,
5080,anycompatiblerange,11,10,-1,f,p,P,f,t,",",0,0,0,0,5094,5095,0,0,0,0,0,d,x,f,0,-1,0,0,,,
4537,anymultirange,11,10,-1,f,p,P,f,t,",",0,0,0,0,4229,4230,0,0,0,0,0,d,x,f,0,-1,0,0,,,
4538,anycompatiblemultirange,11,10,-1,f,p,P,f,t,",",0,0,0,0,4226,4227,0,0,0,0,0,d,x,f,0,-1,0,0,,,
4600,pg_brin_bloom_summary,11,10,-1,f,b,Z,f,t,",",0,0,0,0,4596,4597,4598,4599,0,0,0,i,x,f,0,-1,0,100,,,
4601,pg_brin_minmax_multi_summary,11,10,-1,f,b,Z,f,t,",",0,0,0,0,4638,4639,4640,4641,0,0,0,i,x,f,0,-1,0,100,,,
1000,_bool,11,10,-1,f,b,A,f,t,",",0,6179,16,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1001,_bytea,11,10,-1,f,b,A,f,t,",",0,6179,17,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1002,_char,11,10,-1,f,b,A,f,t,",",0,6179,18,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1003,_name,11,10,-1,f,b,A,f,t,",",0,6179,19,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,950,,,
1016,_int8,11,10,-1,f,b,A,f,t,",",0,6179,20,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
1005,_int2,11,10,-1,f,b,A,f,t,",",0,6179,21,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1006,_int2vector,11,10,-1,f,b,A,f,t,",",0,6179,22,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1007,_int4,11,10,-1,f,b,A,f,t,",",0,6179,23,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1008,_regproc,11,10,-1,f,b,A,f,t,",",0,6179,24,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1009,_text,11,10,-1,f,b,A,f,t,",",0,6179,25,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,100,,,
1028,_oid,11,10,-1,f,b,A,f,t,",",0,6179,26,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1010,_tid,11,10,-1,f,b,A,f,t,",",0,6179,27,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1011,_xid,11,10,-1,f,b,A,f,t,",",0,6179,28,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1012,_cid,11,10,-1,f,b,A,f,t,",",0,6179,29,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1013,_oidvector,11,10,-1,f,b,A,f,t,",",0,6179,30,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
210,_pg_type,11,10,-1,f,b,A,f,t,",",0,6179,71,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
270,_pg_attribute,11,10,-1,f,b,A,f,t,",",0,6179,75,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
272,_pg_proc,11,10,-1,f,b,A,f,t,",",0,6179,81,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
273,_pg_class,11,10,-1,f,b,A,f,t,",",0,6179,83,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
199,_json,11,10,-1,f,b,A,f,t,",",0,6179,114,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
143,_xml,11,10,-1,f,b,A,f,t,",",0,6179,142,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
271,_xid8,11,10,-1,f,b,A,f,t,",",0,6179,5069,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
1017,_point,11,10,-1,f,b,A,f,t,",",0,6179,600,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
1018,_lseg,11,10,-1,f,b,A,f,t,",",0,6179,601,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
1019,_path,11,10,-1,f,b,A,f,t,",",0,6179,602,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
1020,_box,11,10,-1,f,b,A,f,t,;,0,6179,603,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
1027,_polygon,11,10,-1,f,b,A,f,t,",",0,6179,604,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
629,_line,11,10,-1,f,b,A,f,t,",",0,6179,628,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
1021,_float4,11,10,-1,f,b,A,f,t,",",0,6179,700,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1022,_float8,11,10,-1,f,b,A,f,t,",",0,6179,701,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
719,_circle,11,10,-1,f,b,A,f,t,",",0,6179,718,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
791,_money,11,10,-1,f,b,A,f,t,",",0,6179,790,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
1040,_macaddr,11,10,-1,f,b,A,f,t,",",0,6179,829,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1041,_inet,11,10,-1,f,b,A,f,t,",",0,6179,869,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
651,_cidr,11,10,-1,f,b,A,f,t,",",0,6179,650,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
775,_macaddr8,11,10,-1,f,b,A,f,t,",",0,6179,774,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1034,_aclitem,11,10,-1,f,b,A,f,t,",",0,6179,1033,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
1014,_bpchar,11,10,-1,f,b,A,f,t,",",0,6179,1042,0,750,751,2400,2401,2913,2914,3816,i,x,f,0,-1,0,100,,,
1015,_varchar,11,10,-1,f,b,A,f,t,",",0,6179,1043,0,750,751,2400,2401,2915,2916,3816,i,x,f,0,-1,0,100,,,
1182,_date,11,10,-1,f,b,A,f,t,",",0,6179,1082,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
1183,_time,11,10,-1,f,b,A,f,t,",",0,6179,1083,0,750,751,2400,2401,2909,2910,3816,d,x,f,0,-1,0,0,,,
1115,_timestamp,11,10,-1,f,b,A,f,t,",",0,6179,1114,0,750,751,2400,2401,2905,2906,3816,d,x,f,0,-1,0,0,,,
1185,_timestamptz,11,10,-1,f,b,A,f,t,",",0,6179,1184,0,750,751,2400,2401,2907,2908,3816,d,x,f,0,-1,0,0,,,
1187,_interval,11,10,-1,f,b,A,f,t,",",0,6179,1186,0,750,751,2400,2401,2903,2904,3816,d,x,f,0,-1,0,0,,,
1270,_timetz,11,10,-1,f,b,A,f,t,",",0,6179,1266,0,750,751,2400,2401,2911,2912,3816,d,x,f,0,-1,0,0,,,
1561,_bit,11,10,-1,f,b,A,f,t,",",0,6179,1560,0,750,751,2400,2401,2919,2920,3816,i,x,f,0,-1,0,0,,,
1563,_varbit,11,10,-1,f,b,A,f,t,",",0,6179,1562,0,750,751,2400,2401,2902,2921,3816,i,x,f,0,-1,0,0,,,
1231,_numeric,11,10,-1,f,b,A,f,t,",",0,6179,1700,0,750,751,2400,2401,2917,2918,3816,i,x,f,0,-1,0,0,,,
2201,_refcursor,11,10,-1,f,b,A,f,t,",",0,6179,1790,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
2207,_regprocedure,11,10,-1,f,b,A,f,t,",",0,6179,2202,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
2208,_regoper,11,10,-1,f,b,A,f,t,",",0,6179,2203,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
2209,_regoperator,11,10,-1,f,b,A,f,t,",",0,6179,2204,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
2210,_regclass,11,10,-1,f,b,A,f,t,",",0,6179,2205,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
4192,_regcollation,11,10,-1,f,b,A,f,t,",",0,6179,4191,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
2211,_regtype,11,10,-1,f,b,A,f,t,",",0,6179,2206,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
4097,_regrole,11,10,-1,f,b,A,f,t,",",0,6179,4096,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
4090,_regnamespace,11,10,-1,f,b,A,f,t,",",0,6179,4089,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
2951,_uuid,11,10,-1,f,b,A,f,t,",",0,6179,2950,0,750,751,2400,2401,0,0,3816,i,x,f,0,-1,0,0,,,
